,X,Y,Z,formation
242,567742.1401,7479516.432,755.0,A_HAS_xsl_ci
243,542216.2497,7462313.64,418.0,A_FOu_bbo
244,541172.0686,7462708.151000001,407.0,A_FOu_bbo
245,540501.3282,7462811.669,401.0,A_FOu_bbo
246,540093.3091,7462763.181,400.0,A_FOu_bbo
247,602681.5194,7482222.31,654.0,A_FOu_bbo
248,599544.7581,7482023.371,653.0,A_FOu_bbo
249,597299.8898,7482092.901000001,660.0,A_FOu_bbo
250,596166.1406,7481685.397000001,658.0,A_FOu_bbo
251,595372.6512,7481182.92,644.0,A_FOu_bbo
252,594758.4806,7481073.931,652.0,A_FOu_bbo
253,594285.6949,7480986.892000001,654.0,A_FOu_bbo
254,594320.6262,7480896.972,654.0,A_FOu_bbo
255,591182.9095,7480077.418,658.0,A_FOu_bbo
256,589351.4488,7479500.891,665.0,A_FOu_bbo
257,587288.3106,7478932.841,689.0,A_FOu_bbo
258,585256.7095,7478307.321,694.0,A_FOu_bbo
259,553729.4014,7465563.87,503.0,A_FOu_bbo
260,554077.7003,7466599.301,490.0,A_FOu_bbo
261,554176.2579,7467254.231000001,489.0,A_FOu_bbo
262,554484.8708,7472279.171,499.0,A_FOu_bbo
263,554511.2296,7474821.33,496.0,A_FOu_bbo
264,554466.9109,7476149.81,504.0,A_FOu_bbo
265,554321.6493,7477737.279,495.0,A_FOu_bbo
266,554020.9093,7478674.268999999,504.0,A_FOu_bbo
267,552418.5424,7481117.27,507.0,A_FOu_bbo
268,550923.33,7482560.749,500.0,A_FOu_bbo
269,549108.4292,7483372.749,521.0,A_FOu_bbo
270,546830.2214,7484390.748,546.0,A_FOu_bbo
271,544290.2913,7485193.7,520.0,A_FOu_bbo
272,541381.0792,7485903.16,569.0,A_FOu_bbo
273,538744.7305,7486503.13,548.0,A_FOu_bbo
274,536273.9695,7487140.098999999,499.0,A_FOu_bbo
275,533202.9324,7488582.557999999,500.0,A_FOu_bbo
276,530511.5113,7490958.542,544.0,A_FOu_bbo
277,528194.6374,7492065.969,464.0,A_FOu_bbo
278,530177.031,7489543.065,462.0,A_FOu_bbo
279,528745.2802,7489988.011,466.0,A_FOu_bbo
280,527692.3447,7490013.222,484.0,A_FOu_bbo
281,526710.9812,7491729.251,459.0,A_FOu_bbo
282,526080.4098,7491262.502,554.0,A_FOu_bbo
283,524274.6716,7490005.978999999,661.0,A_FOu_bbo
284,522510.6392,7489480.959,596.0,A_FOu_bbo
285,521300.7582,7489156.45,511.0,A_FOu_bbo
286,521235.8259,7489127.26,511.0,A_FOu_bbo
287,520603.5628,7489259.033,574.0,A_FOu_bbo
288,519984.1392,7488022.265,743.0,A_FOu_bbo
289,519972.5949,7488001.245,743.0,A_FOu_bbo
290,519966.2,7487990.932999999,743.0,A_FOu_bbo
291,519229.3097,7486850.93,636.0,A_FOu_bbo
292,519203.4925,7486815.066000001,636.0,A_FOu_bbo
293,519040.1044,7487020.444,636.0,A_FOu_bbo
294,518355.1828,7486244.41,825.0,A_FOu_bbo
295,517660.5076,7485929.892000001,706.0,A_FOu_bbo
296,517641.2115,7485906.1620000005,706.0,A_FOu_bbo
297,517453.9585,7485995.481000001,706.0,A_FOu_bbo
298,516449.4184,7485350.881,634.0,A_FOu_bbo
299,516217.3107,7484683.871,756.0,A_FOu_bbo
300,515083.1992,7484244.862000001,596.0,A_FOu_bbo
301,513624.9284,7483826.328,507.0,A_FOu_bbo
302,512118.00200000004,7482548.83,481.0,A_FOu_bbo
303,511365.5295,7480789.82,449.0,A_FOu_bbo
304,511299.3782,7480044.462,412.0,A_FOu_bbo
305,511238.9854,7479250.789,407.0,A_FOu_bbo
306,511304.8804,7478740.821,418.0,A_FOu_bbo
307,513247.9896,7475458.949,369.0,A_FOu_bbo
308,516161.1097,7472903.57,391.0,A_FOu_bbo
309,519603.3891,7470612.501,427.0,A_FOu_bbo
310,522259.6606,7468866.999,492.0,A_FOu_bbo
311,524847.9199,7467522.45,474.0,A_FOu_bbo
